title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Management Control;Gulcum Alici;good teacher combines case and theory;case;10;10;
Info comptables et financières;Chrystelle Richard;;La prof est top : pédagogue, douce, sympa. Mais stricte sur les portables, et pas d'ordis. 2 petits midterms puis 70% sur l'exam final.;6;9;37
Les fondements de la stratégie;Général Moreau;Peu d'intérêt, le général redonne toutes les bases de la stratégie...militaire. Peut servir mais seulement de façon très marginale à la compréhension du fonctionnement de la stratégie en entreprise. Mais ce n'est vraiment pas le but du cours.;Le général est très sympa et aime raconter ses petites anecdotes. Les exemples viennent essentiellement des guerres mondiales, donc peu de choses inconnues.  Le général rend en fait le cours soporifique et à clairement abandonné toute ambition pédagogique. / Validation par un essai d'1h30 au dernier cours, assez facile. ;1;2;
Advanced Excel for Managers;Christophe Harrer;Le cours permet d'approfondir ses connaissances en excel, c'est un peu la base et l'essentiel comme tout le monde le sait, mais malheureusement cela ne permet pas non plus de devenir un pro (pas d'explication sur le VBA, etc...). Disons qu'avec ce cours vous éviterez de passer pour un imbécile en entreprise.  /  / Le cours se valide facilement si on a suivi ce qu'il s'y passait, autrement dit si l'on a fait les exercices en classe. Deux cas à rendre sur le trimestre (en groupe que l'on choisit). ;Le prof n'est pas vraiment le plus exigeant du monde (donc retards tolérés, etc...), ce qui fait qu'il faut avoir envie de s'accrocher pour devenir une bête en excel. Les explications sont parfois un peu confuses, mais comme il est Français vous pouvez vous faire réexpliquer les choses dans la langue de Molière si vous êtes vraiment perdus.  /  /  / ;8;8;32
Droit urbanisme & immobilier;Hélène Cloez;Excellent cours selon moi, mais c'est exactement ce que je veux faire plus tard ! Très utile pour ceux qui veulent travailler dans l'immo ou l'urba, mais extrêmement dense : concrètement, ce cours regroupe trois cours différents à la fac.;Les professeurs sont tous avocats chez Lefèvre Pelletier, excellent cabinet en droit immo/urba. Ils sont vraiment excellents en tant que professionnels, mais pas forcément habitués au format essec, qui est peu adapté au droit, du coup, les slides sont impossibles à retenir car il y a trop de choses dessus. / Le type de partiel a changé trois fois en trois ans. Nous avons loupé un cours donc plutôt que de rattraper, nous avons eu un DM. Il m'a paru vraiment très difficile mais extrêmement intéressant puisqu'il s'agissait d'un cas réel (aéroport en région parisienne). Au final j'ai eu une bonne note mais j'y ai passé énormément de temps.;10;9;26
Principles of Finance;Jocelyn Martel;Cours de fonda finance;Ne note aucune absence;5;5;33
Publicité;Philippe Cohen;Un peu de théorie publicitaire, mais un cours qui fait souffler en fin de semaine. Un bonheur le vendredi matin. ;Très bon prof, one man show ! À ne pas rater;10;10;
Evaluation stratégique et fin.;Gérard Despinoy;;;8;6;
Finance internationale;Cristina Terra;Cours ennuyant au possible. Retour sur la tarte à la crème des notions du commerce internationale (taux de change, déficit) sans aucune profondeur. Classe uniquement avec des master spé horribles, totalement immatures. Je dérecommande vivement!!;Professeur brésilienne gentielle masi sans aucune autorité, je n'ai jamais vu un tel souk dans un cours à l'Essec. De plus ne donne pas la correction de tous les exercices pour le partiel final qui est assez relevé. Bref là aussi à éviter;1;3;25
Français débutant suite de la FTS - niveau D;Brigitte OEHLER;;;;;1
Les fondements de la stratégie;Général Moreau;Cours intéressant où on parle un peu de stratégie militaire, de quelques batailles et leur application à l'entreprise. Se valide généreusementreprise;Professeur cultivé, agréable, disponible et qui aime discuter à la pause de ses cours. Très gentil et très bon dans ce qu'il dit. ;7;9;15
Principles of Finance;Jocelyn Martel;basic finance;listening carefully the courses will ensure a good note. ;9;10;
Organization Theory & Behaviour;Karoline Strauss;Les concepts sont assez intéressants. ;Excellente. Elle fait participer tout le monde, est ouverte à la discussion. Rend le cours vraiment intéressant.  / Ne donne pas trop de travail. Les cas sont pas mal. ;7;7;
Business Ethics;Laurent Bibard;"Un des rares cours où l'on ""pense"" vraiment à l'Essec. Attention ne vous attendez pas non plus à un cours de philo en mode prépa, les AST se feront une joie de ramener le débat au niveau des paquerettes. Mais au moins on se console en réflechissant vraiment sur ce que signifie l'éthique et pas simplement le verbiage douteux qu'on nous sert en entreprise...";Bibard est toujours à l'écoute et félicite tout le monde, même quand certains sortent des énormités. ;10;10;15
Agri-food Commodity Markets;Francis Declerck;Bien. Sans plus. Le niveau de finance n'est pas dingue et se limite aux concepts de Call/Put/Swap/Futures/Forward. Une fois que l'on a saisi ça le cours est validé.;Sympathique. La présence des MS ne l'aide pas, mais sinon fait de son mieux et veut bien faire.;6;5;12
Droit urbanisme & immobilier;Hélène Cloez;Cours de droit très dense, on balaie les trois domaines en 10 séances et ça va vite. Slides de juriste, les profs changent pour chaque domaine, parfois passionnant, parfois très ennuyeux. De toute façon les gens qui prennent ce cours le prenne pour une bonne raison. Devoir à rendre sur le phasage d'une opération immobilière en termes administratifs, galère si on a aucunes notions de droit et d'immobilier.;Tous sympas et disponibles.;8;8;10
Pratique conseil en stratégie;Cabinets de conseil;"Le cours est très intéressant si vous voulez faire du conseil en strat naturellementreprise Ne vous méprenez pas, ce n'est pas du tout un cours où l'on vous apprend les petits trucs qui vont vous faire réussir les entretiens pour rentrer dans les cabinets. Il s'agit plus de vous faire découvrir le travail que font les consultants à partir de cas vécus.  /  / Sur l'organisation du cours : la première moitié des séances se sont déroulées chez Bain à Paris (sympa les locaux sur les Champs avec madeleines, thé et café) la seconde partie à Cergy avec des consultants du cabinet Advancy.  /  / Pour Bain, des intervenants différents à chaque cours avec un cas différent et une thématique qui lui est liée (customer segmentation, M&A, Net promoteur Score, Adjency Strategy). L'essentiel du travail se fait pendant le cours, il est demandé de rendre une slide de power point de ""key takeaways"" résumant ce qui a été appris durant la séance pour la semaine suivante. Pas de possibilité de savoir comment sont notés ces slides vu qu'aucun retour n'est fait et que les notes ne sont pas données.  /  / Concernant Advancy, deux cas sur deux grandes thématiques : un cas industrie et un cas luxe. Dans les deux cas, il faut rendre un excel et une présentation power point qui permettent de résoudre le cas (le tout en groupe naturellement). Les consultants d'Advancy sont sympas, dynamiques, de bons niveaux et... ils recrutentreprise Donc clairement ils viennent vous faire des propositions si vous les intéressez. Cette deuxième partie du trimestre demande plus de travail mais a l'avantage de nous placer dans une position plus active que la partie chez Bain.  / ";Consultants professionnels version conseil donc tout est tjrs nickel. ;10;10;11
Contrôle de gestion;Florence Cavélius;Cours inintéressant, mais fondamental. No commentreprise ;Très mauvais professeur, veut forcer les étudiants à travailler son cours comme si notre avenir en dépendait. On se croirait au collège. Note sévèrement;1;0;
Evaluation stratégique et fin.;Gérard Despinoy;Incontestablement mon meilleur cours à l'essec. Si vous assistez à tous les cours pour en comprendre la structure globale, ce cours est brillant car fait par un professionnel qui a fait l'effort de résumer ses techniques apprises au long de sa vie en conseil. Il connait par ailleurs vraiment le monde de l'entreprise. Bien faire le case global au fur et à mesure pour bien suivre;Professeur avec une forte expérience, rend les cours vivants et intéressants. Presque rien à redire.;10;10;2
Stratégie de l'Industrie du Voyage;Michel Goetschmann;"Cours très vivant et inégal : certaines séances sont nulles, et d'autres sont passionnantes. On apprend deux-trois choses ; l'intérêt du cours est de discuter avec le professeur. Examen final : un travail de groupe (100% de la note).";Michel Goetschmann a un nom compliqué mais il est très très sympa, très gentil, et beaucoup d'anecdotes sur l'industrie du voyage à raconter. Il rend son cours très vivant et très interactif.;8;10;0
Mise en scène du comportement;Morgane Lombard;Enorme blague que ce cours qui à défaut de nous impliquer, se prend bien trop au sérieux. / A fuir !;Profs pas toujours sympas et trop directives.;0;0;1
